user_pseudo_id,recency,frequency,monetary
8af316d2473c8e063a1a46c1a3bff1b9,258,1,0
f4710f00ecb1973e2bffd03d74795ce1,258,1,0
b02ba9ed9dd7ec34020e3d8151c309b3,514,1,0
b1f51726a5d401795a83d80ac5010c22,514,1,0
372a141e0233a40e709644db9b1390d1,514,1,0
6b562cec1e55852bdd9af942baf8b29c,514,1,0
aeec44989d24d7a97be6a9e6eb16d044,514,1,0
c1bdde5ed56f23ae0f8f86680884d92c,514,1,0
bbe9add20c63ad2851cd089ab117474f,514,1,0
eb61f95b9a10810b23b11d2d811c09e3,514,1,0
d37f277ca9184a8fe358b0b08b7dc0e1,514,1,0
85a982b569b922bb41a0567abfa683db,514,1,0
25c987fce249108613210faa5fb6010c,514,1,0
e8302c12e95cb0d3030e2b2afdadb613,514,1,0
be7ea520c2ca8dfa00b42cc5970569a5,514,1,0
bd7e4128b88cf13ef11d935d48483855,514,1,0
a2efb245faed68a9e80f73e0034aa3dd,514,1,0
cb2c76fa7cdbe836a8bf85f6f147647d,514,1,0
dfb9d15a938d41f0d01f095ab2167762,514,1,0
6800e3826b769077b1a27823a63d365a,514,1,0
671138b898ebb00b54a39504636fab85,514,1,0
743c0bf775503ac638e19ede431ea592,514,1,0
58d24ac4c61c4ee7f2bdb97ed10cde00,514,1,0
dce75e8edb912800ce64bb04c95e9866,514,1,0
fe78620d1505be8bb614a1a7ed585cab,514,1,0
6be3dacd8072267a82cd6515024d0b58,514,1,0
76c9e4c9a12262282b463260c1267c12,259,1,0
48be1652922fdec9aedf7e0010b47829,259,1,0
a9e09a628974c3a36417b70f155dc53b,259,1,0
0d145368d1b635af89085cc3be9d9302,259,1,0
bd9b3ad6e0560a9efb32317da8627e01,259,1,0
f639eb393a0419dfa3f1de9fe813535f,259,1,0
b5ca2535b2020ac8f906bd04a016360d,259,1,0
9c40dc8c45a618a2833174e40188640f,515,1,0
fbfa5cd66a1b8b243c993b308e09bdeb,515,1,0
e6e89e4136acdf2cc17d4e11e200a145,515,1,0
e297847e93077ab7ca7e5cc2768060e7,515,1,0
5b38a3a8b1f696ee8798fc60ce47efcf,515,1,0
1fc6b79debcf91a7f800249042bae125,515,1,0
b2862f8ed82fe3c30f7f9caf82d224a9,515,1,0
ab4df14f475b176009228a400a5ad74e,515,1,0
5a30a21fec5f8d51c0f830b1c9b0c6f4,515,1,0
4a03e81743fbf02d92788ea9cf9f745c,515,1,0
a8c31ca33693bd76e0ca7f5bcbe8ce65,515,1,0
4d42f4b8ba70b6b50284afc7f94ecd74,515,1,0
b6b4c0629a93fc4deceed077c979e9f4,515,1,0
c019a2bba80bc3e4250542e1e13fa62f,515,1,0
a28b41778404437791026212d2c17289,515,1,0
1694dcca159ea9b62d11055e07dcb178,515,1,0
50ac4d0d9ff3f0b22a1891ea772c4663,515,1,0
4fc62d748032ddbc3b66a1560a007769,515,1,0
c65d50ace9442bb9e395ee0183478dc4,515,1,0
9d9ccd344564459ca827edff622d2b01,260,1,110
2b008848b2d81b1eb9b9768973dcb3c2,260,1,0
821526d191cbe38488bce4e94df3e35c,260,1,0
31726adf460811f96cf1d8d1cf6ac8b2,260,1,0
50876a9d1ca081a7dbeab42344d3473e,260,1,0
384e51d03e0f6ae6eff43a42437024ce,260,1,0
decab29fd437aecfe36fe2ea1a4550c2,260,1,0
9c09ea2d9e133903677f9a11351a0177,260,1,0
02ec6db851bc94add057e81b619c99c0,260,1,0
c92f5b74b4242711f5ba1c5b0c9c6a88,260,1,0
6bc12049d284f2dba7b0e581b188a996,260,1,0
d647fd886e7f0201c167642fd7b39591,260,1,0
3f3e5365e9a772bb4888611c5d250f3e,516,1,0
99e8c0821f0a8141d31b14108589e1ed,516,1,0
9d0fb5241762a63af7ef005b5b706fff,516,1,0
914ab8002ebb10a93f525eef92307b8f,516,1,0
faf53bb1d44e10badaa12983ad589023,516,1,0
7e4c4d23bc652fdc1fea95baa2b8a214,516,1,0
bd756ad6e0a588a31f869d83c6959472,516,1,0
1876047f499885a00b5c66d9866b9707,516,1,0
5550ba77b9d6f1c7014df1b7b888b4b6,516,1,0
f61fd7cb77fd412a4d859e63033868dd,516,1,0
9b87136bd0a9eb7ae1f3336ca7d26c8a,516,1,0
29d7fc278e3cfc0fae10346b2b294ecd,516,1,0
4a19230deebaec66d8fd941bb6b2395e,516,1,0
c3696a4cd701ecd096078ec5cede75ed,261,1,0
5f90978401e2febb9dd86f3c916b8d7d,261,1,0
1d1952367418008f9ef6dc409ff89d5e,261,1,0
269d5972a63e0e12e8c1ebd9bc9a475f,261,1,0
37f6df6fd56a97e48f5ac1fbfc208eea,261,1,0
7039c1f4302de9146244fc3e181ce129,261,1,0
eb496c585abbc77ba121c11d29cc740c,261,1,0
508a816a484e7196ff9eb2f3da76157a,261,1,0
2130d5c12f90c4f3e5fb22a3d498cc1b,261,1,0
9751ded53f234e676ce37bf6d9f274e1,261,1,0
fafd337d35208a1ca7b69b05220c8851,517,1,0
192429d31d241e7fe6d9869b1ed61fc6,517,1,0
6976f7ac35364a90b38b46373ae3faeb,517,1,0
8d6bdb68824ff5aaa4e5a85aa2fa5ea0,517,1,0
18a473739e5a47a9f64a33ddbbbf9995,517,1,0
5f1ffb8cc494307afb308442e4502254,517,1,0
2611b1185e04af36c3a8894a546c3550,517,1,0
17ea00976954253e6af244600207ca71,517,1,0
82cb51bc9e52d31a5e1bb151f4484acf,262,1,0
32e83326714720a768a73cd24e71710b,262,1,0
02d153d2ae0ddb464eaddb5fafe7d373,262,1,0
e48aec58cca7b63e4b260b22e72ee107,262,1,0
7d96360848a341314f234d407c51f749,262,1,0
ab9a5fbbdbe7e6572a5e8979f1f151e6,262,1,0
bce769df8144594e0db273d4c0e67198,262,1,0
9376350807468d2fda27b7617fc4e538,262,1,0
d9f3863ea5607a24fb176f11a55ed9e3,262,1,0
4edd3123b6f2e4d7b62d4d20850e6ed5,518,1,0
294768e15e3cf0c4f2439c6f93a93b8d,518,1,0
f05dff73494d2db98e82c611291a8e43,518,1,0
e17e8bd2a8a3898e603941f49d7aa26c,518,1,0
5d60d18ddc3a71c1cc7d203b4d1573df,518,1,0
81594e68ed12bd2d3d308b6ae8112085,518,1,0
6104e3bec8795408abc524de544a0f6f,518,1,0
fab8a8e0e6b6adfab6c1ab8b46f28f19,518,1,0
658f4b11e7f187449e0251681e07ff17,263,1,0
14e751310f9fb9d68c1ba56cf4850c1c,263,1,0
bb64a346c8700edde285d7426515823a,263,1,0
922099ee906d2389e2ae754fa9c05141,263,1,0
2a663d21b82ef9438b8949741bbe8126,263,1,0
abb55a014303a861e642bfc0426b4669,263,1,0
f8d85ed6456e9d234295502a48d02ba1,519,1,0
02643d7b944b0586b7b80e6864debb81,519,1,0
bb9051b01c3a00c405647da6a59bd137,519,1,0
a84baa57ce5a7541067929bdc27c8725,519,1,0
74db26ab217d77dd64f1aaf957634bd3,519,1,0
cec0ce73b2c9c0c28a2010ddd00df835,519,1,0
1a1296b6c425c481a636be62692676e8,264,1,0
f47ffebefe0c8b9799af1a86c77dff0a,264,1,0
b0936aaaf0da8ecef7f1abd71511a4a9,264,1,0
1131afb66375873ebb3e528ca2edc771,264,1,0
ccb9184a3d370b9e634ddc383ea98eb1,264,1,0
8905c5015a55344294b628bb874dbc1d,264,1,0
d33f482911d343e9bbe38b9122790f0f,264,1,0
3be99cfd9b087ce2913834db2841ce90,520,1,0
67496daf079c9da1853f8b9dcc3316d9,520,1,0
ef54247fca63b75dbd618efefd2ae7ab,520,1,0
fcf5c23b810c06fe1c2dc7e5705c5192,520,1,0
84fc7e5f007a615f3ba458887b3da1f8,520,1,0
ad8500df433703a96f3853d34cd94943,520,1,0
613224a5e37819a4efccee4d123609e2,520,1,0
945eb89ec5286f839374bf8653a3407f,520,1,0
350bd3fecb84f2cb5fd81ad8b80c761f,520,1,0
6424b9780c516da2b41f5a5136e22636,520,1,0
08233bb4047bc3daf0ae73ca51fb47de,520,1,0
68105964a2a233c01482440c18842afe,520,1,0
8f9e053810d54a1cb08eeaddb56a758c,520,1,0
2d211ff9dd10908cedbfb453d71b05c9,520,1,0
3951a5e74c684b2033c3210afa966ef3,520,1,0
e4d00aff93b851a381eca334e777ab6e,520,1,0
2989b2e9703490344f67a4179439c507,520,1,0
b65a6260b1eceb0bd0b46b42b8f0d661,520,1,0
66da1b4408c2512a08dad4348ae69881,520,1,0
2f93bbb25ec256bcd0ee9f217244f544,520,1,0
c887b291509459059ffe6f6fb8b742c1,520,1,0
5a6f5a28ace0d82cf61ee35773378170,520,1,0
200630f15edc87461baa8d75a4848c0f,520,1,0
8744808463349637e0ab04d6ef5b61f1,520,1,0
1a4754190eb35ab01bcceafed6bea0f4,265,1,0
2eecd80e12272a8ce2c018681c18216a,265,1,0
3f235a3b90bdf44b579def574aba8def,265,1,0
d3b239b8c749da2aba97d94f6274f80b,265,1,0
3ad123472244cd389eaad9e52253246c,265,1,0
9e221e9274b045ba468e3109c0b93888,265,1,0
6801eb44e139217fb990a985737be745,265,1,0
e284e323af01356f7157228d98334171,265,1,0
387b9360e604da6bdcf9952ae6be23ad,265,1,0
a3a4bea096b602c9d607a4cd1a12c016,265,1,0
9d1913607724badee949ccfca9b20720,265,1,0
08b8b2490fc4e84172d76057d9ff7af5,265,1,0
195dc2224a27776dc36628336a6a73e1,521,1,0
14a38f6f6be1edf566dbcacb9a1d4657,521,1,0
798f58100ea9d885e4fc5fc9b8d6151d,521,1,0
c4286fd7bc869f6fa5f33424b1fe04a5,521,1,0
91ed68a1b57ec1c3497779a15509ff02,521,1,0
5211f88009497e4c5e6f7328203e1469,521,1,0
aec3997fb03af89c1a44576d015a92ca,521,1,0
1207d0779232110b3cb5c88fac184ac3,521,1,0
baafab6bb1f5df7e84455e56c38ff347,521,1,0
7c5b7197c5c5aea93973b0a30fde396b,521,1,0
c07f6a101af9c11b02ca1bd31e4d0652,521,1,0
f6aa98003c1b869aa4500e959d7322bf,521,1,0
f77b671ee6a3abcdc5f804ee05d5b46e,521,1,0
519e1adf2778705d901ce8ef5227dcf5,521,1,0
a0f867552e74d9c6235709a763bdd9af,521,1,0
d1273d396e5d00039a03e523b0307d55,521,1,0
21a873f2cc33d8801bfecd9e6f0e1469,521,1,0
2c95f129994d73d3aad0e3c839242e71,521,1,0
d9ba3ba133c1b704f495387d65ecb608,521,1,0
74dd773242e5d179dd58bf91964e9916,521,1,0
c89d2e957d0f9835304eb003e6ded2a0,521,1,0
5c6ba9103d8bd88e82a7781b6dcafccd,266,1,0
d63b2c430952546d1e33de118430c3b3,266,1,0
054133c9f4338b97e427d2265723376a,266,1,0
fb7bcc10ba281334d1e34ba21a442a8f,266,1,0
737fb7735ebfd0dbdbf324373ea82aa0,266,1,0
37504c69a253b047cc2c7b7a0096c246,266,1,0
035c40208c4635df5fcee9f40978cdd7,266,1,0
22c86ac2a75cecee77f68e5426243552,266,1,0
93d493ee9410270f4a3d07e20e951610,266,1,0
feeca7f447a63d459b5f062c96839bc4,266,1,0
b0b9a4704f4152fdda144e6e6c60de6e,522,1,0
abecc11a5145b36cab29bdffbff9b831,522,1,0
7d772f2c4232fb087d538ce24df37a5b,522,1,0
b016806a6a8a302b959b8d293aa3f713,522,1,0
d09ea44ee389dcbdb597b14f20910d23,522,1,0
f38a489894c510cd07d9ac5f7a21889e,522,1,0
34da8e42b971fdd5d0aeb1499f097c15,522,1,0
d67762bcaf447444379fdf4643cd8a21,522,1,0
63239ba3b52028668ebcfc0ceb915742,522,1,0
2124cb1450c48e4401de3caaf2a66940,522,1,0
273335f62dc49b0fdaab494a6b228eca,522,1,0
b1660c2ee2c3a5af96a021f66d1b45d8,522,1,0
649bf141e9b17fccc653bd2c4aa7f784,522,1,0
493a304323aeb4a2e5b87596211ed824,522,1,0
c1aa89f7af2b2e010545acba169f4a84,522,1,0
e1932806a00bd3763addfdebbb3ad5eb,522,1,0
d2bc8ff3b049d5cd59c84b8df5b855ca,522,1,0
14d831d601a963dd02b464755b078b30,522,1,0
93427520948fe2c1a96e6f0331bafa22,522,1,0
c081e56d6fd8ec836a2954a00a529462,522,1,0
f0d9272060aa954d21a9dbe85c01557f,522,1,0
9aae66e45944c8d965d550db98feddc9,522,1,0
fd3fad7a543c75b812c290121ddd346e,522,1,0
47ad576e4add198d073fd599a9883bfa,522,1,0
ef13ffa73321118dbce517b3c83fc56d,522,1,0
5a395ea3de1a1ebb4783507043ea6f31,522,1,0
c6732c7cd113ac86f07c22dd9a6b6fda,522,1,0
b79997bf8f7d680e8d6600b53749490d,522,1,0
96b675c56ba48d7e1caa82ead67653f1,522,1,0
f65bb48a761e2b0b266dc06aa60d0b8e,522,1,0
5cb88a78364224915254e6e2a5dbd669,522,1,0
74318ad66903194c0fcd5c2be9c0c054,522,1,0
58f0290d55f7b35778bb8b0e3817fb5e,522,1,0
6ec75e37b2a36c987564123d2ab32323,267,1,0
39f70e46dfbc10017b3b9d8015aff577,267,1,0
ee7a3174bcdab862e697de78452f3fc9,267,1,0
aba8eb3ecb261cec4b832547b9bee8a9,267,1,0
d9a254039e07d55f26d91a62234c97ae,267,1,0
714878e43b61372a79978a41ab30d70b,267,1,0
c9bc9d4cee6b49746ace3ffb12578a41,523,1,0
73f49f4fc373380e6caedfb09e0b6bb1,523,1,0
cc65bdb4f1632981ce12e1e0dea746c8,523,1,0
a52518051dd6d65a7a65629d1a9a284e,523,1,0
4f44cfa9413abad4d347981b2fced5ee,523,1,0
528494bf31d55d4093515e4f61bf9b22,523,1,0
f615d65d7f1d7e4a35e9772d3582ef19,523,1,0
fbe006764f051b8f476c00a5481e17ca,523,1,0
29247aab6d7ebfbd8d05e277c960b6c0,523,1,0
32cce3feafe3bc79caa197a43b38b715,523,1,0
1c96194c8f9fa415f6bcf6273ba20a36,523,1,0
44c663795e8bc9abc855c676ef79dfdb,523,1,0
1ce95009a255ccf4de96329ffac900b4,523,1,0
dc4956d90dca04e3279df9e82d5b97fc,523,1,0
a23ecc71a8936914e50a10095a79565d,523,1,0
5599ae54781e522710a8d52a7aaf7fc5,523,1,0
3a034dfa433b6ec60d94ea9186be9817,523,1,0
fe4997dfeb5841a3940e4f382f7d3245,523,1,0
7840286dcf19049fafe8e6bdf16d0546,523,1,0
e043ce4787a069d0887659d5728b3dad,523,1,0
54ab54ef3f3193feb890f48d313e4a71,523,1,0
711f1884bd3e843765050a15f342de79,523,1,0
c99b2db88ca19219fb3ba05e98a68a0e,523,1,0
3b7855acd738bdcf686d1f87d9e4ec60,523,1,0
597e4110ab1fdba2d4022bd5304e95fd,523,1,0
48cfa442c10afe164213d363dc32be53,523,1,0
6748799bfb6b7c8b02cebdefec52cb47,523,1,0
9b7aa3f39db081511096f0e803768863,523,1,0
78f9aed89fb4b3ae5cb889809fb144a8,523,1,0
6f8a311add5840f475cee9617173675b,523,1,0
38d8b1d35c93a43d49c2002171f46582,523,1,0
131c7213c83c08e5a1a11d74cc1af1b0,523,1,0
c40d6ad7681ce8847b7ca8d7960e15d6,523,1,0
ebfc46f5a0d2ec7f309226b014ddf229,523,1,0
7c48ccf7adbd841e4853f6421fda678a,523,1,0
e5886c70e86023ba0b728c329bb75c1e,523,1,0
f3cb2a4349187ad37fbbdd5b5ef5997e,523,1,0
22a350d1afe2cbecfd4bb59af84c7193,523,1,0
37cd7a29dbd4bea82214a6492f9efe8f,523,1,0
a86b1dc04d548292e9c4604b1af95fbf,523,1,0
2602b7285ad1cf74a42fee4c9b4e9f36,523,1,0
0eadc79070d248a1cae3a5cf85cda718,523,1,0
4e44d9511b1a0279fd1d6da32fc5a61e,523,1,0
03fe9fcc5dde32d6bbc924d350dba00c,523,1,0
01e93dbf10599fe06ada80eccf53d44e,523,1,0
3c04b25e51972da78841ae17805b6fe9,523,1,0
3b5e369f9b8ebb54ff3577d408d2dc28,523,1,0
1f5044cd5d7f369a2077ab1bbe92e8f7,523,1,0
788ddee31009ac85f2ea9d4b7feb6004,523,1,0
74c921ca849d4c6fb9a2cc9861949265,523,1,0
0c5549598a7329071a3e44185c119f4a,523,1,0
aee6a8745548d0b62a9aba396732d0ea,523,1,0
4c9ec7cb5f9e8e99aee4374ddde2fe9c,523,1,0
3404344d4decac6b029ce8d74df2f661,523,1,0
6b052ed8d34ee7ae1068ab03539b9a99,523,1,0
bafb971f0e79b8cc49e1cc7ff35ae8ab,523,1,0
a396f892a5b638db3ecc24a2063310da,523,1,0
44df9af540cf530b1ec04cc5a7c64491,523,1,0
231593087d3a006b5a9cd43cedfa0e16,523,1,0
4359a36f4f74a945ba9a0d75474ef887,268,1,0
31d3db5f4388d7fe895fd56c3e9c8b65,268,1,0
1b683d42265ccd389abccdadcb528d84,268,1,0
5386bf159ae8bdc3dbc492a38a819bfb,268,1,0
a0329e3fc5b682a8b818a217a0deda13,268,1,0
b7a482bc40f1fcb5ccdcd4f79e0772ae,268,1,0
17d3a8fed1df5fbcfe4a17a437dd2139,524,1,0
79601ea3832f6edd98b34af95b22a98f,524,1,0
ef9113aa3ce0f8b208e099dd4eb36d44,524,1,0
e44e23bfe2a2f0f376d6ca58ca47fd18,524,1,0
6970a371a654333e9ad932ccd1738f3f,524,1,0
656ec151d4c26369f05f9d6ebcdc0f37,524,1,0
f15c9ba1a3bde7906786d64842a2876d,524,1,0
8adabb60eb947e209ed253bd6e9172c1,524,1,0
d73dfaf7984e0aac531d501943383ded,524,1,0
611c339a33cbdc0f8047b7cbd671e1db,524,1,0
504eec8c6db0d67426ed7b4f98b1870f,524,1,0
9b0f5e611bd1dcd84d0914190d3084df,524,1,0
5b1d5dd486a15e70d246adbe3a2f1669,524,1,0
f990d1d5b8917061a4001ee4e5fbc1c5,524,1,0
4886ba7b26c1587ec2be33c809e3834f,524,1,0
0fc805c64088afb0db215fc2ee695d4c,524,1,0
4638b13c326938c147b36ea7674c3c1b,524,1,0
5334b19eff439649d8e7a0f071134353,524,1,0
7285c32a85233a134d2afff4939e0a1d,524,1,0
8ce927a39563b42662043f4937a31325,524,1,0
5251ac0b6a4c73a1f0093f43de635228,524,1,0
df4ea5b51d3ff2cc5c408b7fc487ac37,524,1,0
895a31d703d6b4ec643c638b3b3a2aef,524,1,0
a0868a59818b79c2970536adcb512b8b,524,1,0
b2eeaa7866252e3494a70940a8420348,524,1,0
bce44fbce4cd659ef801906dce20a4f3,524,1,0
c3c6b2adb6d9b51e73fe28679e6df345,524,1,0
c78225de34ff9776cc30f3b3070a1feb,524,1,0
602dbaf55e394a0cb740dbe7a79c5d5e,524,1,0
c79147b6b5bea6aa126efc65b015a95e,524,1,0
f49afa93929ab9683eaffe79682ad65d,524,1,0
01e954930f17a466b50938993efd6764,524,1,0
d58d29cae1aaee6722cc08bdf6944bb2,524,1,0
83eaf38485472cc11ec9ef239ba74d83,524,1,0
7031894c457db5ba7e987a72ed800cea,524,1,0
288f2dd58bdbc8c6f846691b2c68edb4,524,1,0
dd0c8a87f7bc1e50b01dc521860ab52e,524,1,0
e31b02ec833669157852a1a045b9696c,524,1,0
500c08f20421439c05b8294d129975ff,524,1,0
733554328dbd4563e4d43be90a30e8d0,524,1,0
8a882dbfabdb04df26aa171da4a7a4c0,524,1,0
22ffb92bbf8ce17fcd58316a3d3cab7e,524,1,0
4b6682734760866db005cf0bd88b505d,524,1,0
d8572c5bad9babf2f505270a4419cc8e,524,1,0
d6eb1a571b33ddebed83a2168c4f7297,524,1,0
fee3b76f70ff2cae0a41df982ddfd188,524,1,0
0be0150fe6ae0bdbb47474ef8cbb745b,524,1,0
7026884555d2373861691f63c090b715,524,1,0
ffe6c028d2e4a84c03e59d001c03eeb0,524,1,0
4c7f8b680ae6d941862e7dbd9c270149,524,1,0
e4059e607cc29c9489552411ea298b56,524,1,0
18d2dfd432a889cb1d571c86eb32ca71,524,1,0
18364c1cfe878dbb85050272210c997e,524,1,0
94645f0887198ce4671e88b71a15e013,524,1,0
fedc4bf3d0eb153ced0915b4cd7b6a7a,524,1,0
383e7babd48abca846b0a01bc0449ae5,524,1,0
d374690f773103d31800f1095e081213,524,1,0
f81a9ddca89c5fdc35698e55d4a399a6,524,1,0
eb8a7f1ae9df3886027ba93781534d48,524,1,0
2bb10597743a774eae4d7fb3cd8d5cb4,524,1,0
3a93f181ee62c1eb68518a114941314f,524,1,0
8b27e987724e1b0e60748d5e6292a161,524,1,0
ff8454eb2c094d17d3e2edeabbb756df,524,1,0
2c73c8d507bc27cd309b1b6caacef5b2,524,1,0
10b6e9da8d273173284276f8f24d0f15,524,1,0
17e786a5c4b9a63852fd1d517837341a,524,1,0
b7b1e3bd305cfcd1f94cb34e965121d2,524,1,0
b9c8cfb9636480ee14243058a043098e,524,1,0
296453fdebad4eea549b7d46d04e9dbf,524,1,0
c5909d793ed509bc679aeab4f916dcfc,524,1,0
6564b7226fe49e64d7c8981be763b60f,524,1,0
50b1b86d2aea20d2be9db51e6bd3aeee,524,1,0
6390563380c1dbb20b32b408d4f4d165,524,1,0
1f2eec8d60452254ec2960d3dfc781b0,524,1,0
42c111b7c39ce3a1b00b427ac2ea1909,524,1,0
eb7ec255274314fcdcd76d6c2f630c1d,524,1,0
414d65da7619badd7b20bd0c20b8a0c9,524,1,0
c8537125b5038e887c23d48063e92165,524,1,0
0a84a4417691dd6df77e50bf8a08e546,524,1,0
603d46cc4848cd7789eb4847bc842593,524,1,0
8f98e7b8b35b61e7a40da41a3b99b5f2,524,1,0
3422d38dfe71fb5f2e75dba3b6a13c85,524,1,0
a50df9a461028698601b7cf4bb3e75b9,524,1,0
8710589244983f5eee54d2037ce81298,524,1,0
46860f0f32cceef8c0345f8152e948b3,524,1,0
4b92a7d02d0d9ed15ee1ff102adedb21,524,1,0
391b688778163be9486cb31347c4127f,524,1,0
fd77cf56daa86c81ec0e8dc34b46d5e3,524,1,0
b7e213562e4eb46afac413b955421fac,524,1,0
67f08dc408e20ffed96a3e1c68e50c25,524,1,0
702deba9e36a7b76dd595df77a15d3fc,524,1,0
30c84e85bacde0127fea41877bba13ec,524,1,0
88e56cfe676efd29d415d2e4f18da5cd,524,1,0
afde0dc47dc16320691a1ff5678e45e3,524,1,0
b9dafa772002531302e7db364f94e435,524,1,0
8fff05200030683636b5b5db0a7d7de0,524,1,0
d7b65dd82443dfa7f5fda031776aca19,524,1,0
8c8ac253bb1f11076cffad0cae20f5e3,524,1,0
558ab4b480a25bf11e592849b6c809c9,524,1,0
ada50575f14dc65e320fbdaf4d64d673,524,1,0
e6dbd63098d093c1dfefb8bc1f89f8bb,524,1,0
3195799178f1ca96aabf0e74fb352229,524,1,0
c8e01d05c599e42c1d14daeb068dbc17,524,1,0
5c51e12e19338650ebdc65b0bc9e7064,524,1,0
9e7cc516fa8a9cdb69cde4572c5796b6,524,1,0
1e2497dea4b8919b7bc826c9d8a07903,524,1,0
c155e6869ccab1e388b2b058e9e4284e,524,1,0
f7a66b94f32510d2782497c6ffa6f64b,524,1,0
7cb980b5d91c8bff4b2c9b2c1da9b51b,524,1,0
c8098ca01eea3159ee61d1d696eb388d,524,1,0
49104b00032965cda302801614abb0d8,524,1,0
321a1adc28717f25151a162eaf6df04d,524,1,0
42b1840aa225f84ce824bb020ab2dbf6,524,1,0
2701930bc7f66804a4200769e26465a5,524,1,0
0fa2dbdff6ca1399e80fd0132cf86d72,524,1,0
14f1a7dd77292e4e7fcdec1b26a3ec22,524,1,0
ad384bd2d6877651a86ecebb46a1f182,524,1,0
f219d88aae6dc021512c680e44fd660d,524,1,0
e3cf1a5cb35d3cffe9bf43799015164c,524,1,0
a510314f93827b8cd3b33524ed403999,524,1,0
ddb9c1fad9f7ea8f5c29ed7e49b69586,524,1,0
f0112d091decacba80ea100bb4d437c4,524,1,0
0ad11ab282f49a7da4cde23aeb3dc065,524,1,0
b62ff3e8b21088599a90863df9403609,524,1,0
a8dcf4a91ba19620ae6888626052e0e2,524,1,0
e137fdfd2ec223c32c08277b2ec42d72,524,1,0
cd8c97215da3f8ccf339f52de8276054,524,1,0
8e6c97156505e6e7270434fcd4dafb85,524,1,0
96f1a5869a13bf1131e4419b7b6751b3,524,1,0
35d200ae2e303094b7849d2e2149fd99,524,1,0
db7dbdbadaf580c637b733ae69154c9a,524,1,0
7fea387382a60f4095ab8113f66ce95e,269,1,0
d30a3dd95ed5a596509313337155daaf,269,1,0
4744da05ed9276c2d4607aa5f9a0e007,269,1,0
931da7de2f9d62458fde63fa00480494,269,1,0
2c177127132954eabd9529acab1f32d7,269,1,0
359e74ca8d1c01d0eedb6b349cbcf735,525,1,0
fa766a6701a75f1cc236820b84d0b7a2,525,1,0
0c8cd048c3cbbc3c704e32418a56a12f,525,1,0
